Date,simple_week,simple_day,simple_month,Open,KOR_short_ir,Dollar_index,Dowjones_index,Dow_medibio_index,Dow_medical_index,Nasdaq_index,Kosdaq_index,Kosdaq_trans,Kosdaq_medical_index,Kosdaq_medical_trans,Kospi_trans,new_confirm,agg_confirm,new_death,agg_confirm,new_confirm_t1,agg_confirm_t1,new_death_t1,agg_confirm_t1,new_confirm_t2,agg_confirm_t2,new_death_t2,agg_confirm_t2,keyword_cvd19,keyword_confirm,keyword_death,keyword_cvd19t1,keyword_confirmt1,keyword_deatht1,keyword_cvd19t2,keyword_confirmt2,keyword_deatht2,kospi_index
2018-09-14,37,6,9,1,1.5,0.37,0.56,0.61,0.59,0.41,0.85,0.16,0.8,0.43,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.75
2018-09-15,37,7,9,0,1.5,0.37,0.56,0.61,0.59,0.41,0.85,0.16,0.8,0.43,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.75
2018-09-16,38,1,9,0,1.5,0.38,0.56,0.61,0.59,0.41,0.85,0.16,0.8,0.43,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.75
2018-09-17,38,2,9,1,1.5,0.31,0.54,0.59,0.6,0.37,0.83,0.15,0.78,0.3,0.21,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.73
2018-09-18,38,3,9,1,1.5,0.33,0.58,0.62,0.63,0.39,0.84,0.23,0.81,0.37,0.17,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.74
2018-09-19,38,4,9,1,1.5,0.32,0.62,0.6,0.61,0.39,0.82,0.29,0.79,0.61,0.21,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.74
2018-09-20,38,5,9,1,1.5,0.24,0.68,0.67,0.68,0.41,0.81,0.22,0.8,0.86,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.76
2018-09-21,38,6,9,1,1.5,0.28,0.69,0.68,0.7,0.4,0.83,0.13,0.81,0.33,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-22,38,7,9,0,1.5,0.28,0.69,0.68,0.7,0.4,0.83,0.13,0.81,0.33,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-23,39,1,9,0,1.5,0.28,0.69,0.68,0.7,0.4,0.83,0.13,0.81,0.33,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-24,39,2,9,0,1.5,0.28,0.65,0.67,0.65,0.4,0.83,0.13,0.81,0.33,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-25,39,3,9,0,1.5,0.27,0.64,0.66,0.62,0.41,0.83,0.13,0.81,0.33,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-26,39,4,9,0,1.5,0.28,0.61,0.67,0.61,0.4,0.83,0.13,0.81,0.33,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-27,39,5,9,1,1.5,0.37,0.63,0.7,0.63,0.42,0.84,0.14,0.82,0.44,0.14,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.81
2018-09-28,39,6,9,1,1.5,0.4,0.63,0.71,0.64,0.42,0.81,0.23,0.8,0.51,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-29,39,7,9,0,1.5,0.4,0.63,0.71,0.64,0.42,0.81,0.23,0.8,0.51,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-09-30,40,1,9,0,1.5,0.4,0.63,0.71,0.64,0.42,0.81,0.23,0.8,0.51,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-10-01,40,2,10,1,1.5,0.42,0.67,0.72,0.67,0.42,0.79,0.15,0.76,0.28,0.14,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.79
2018-10-02,40,3,10,1,1.5,0.45,0.7,0.73,0.7,0.41,0.72,0.15,0.68,0.32,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.74
2018-10-03,40,4,10,0,1.5,0.49,0.71,0.74,0.7,0.41,0.72,0.15,0.68,0.32,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.74
2018-10-04,40,5,10,1,1.5,0.49,0.67,0.68,0.7,0.37,0.7,0.12,0.68,0.23,0.17,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.67
2018-10-05,40,6,10,1,1.5,0.47,0.63,0.68,0.7,0.34,0.64,0.15,0.63,0.24,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.66
2018-10-06,40,7,10,0,1.5,0.47,0.63,0.68,0.7,0.34,0.64,0.15,0.63,0.24,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.66
2018-10-07,41,1,10,0,1.5,0.47,0.63,0.68,0.7,0.34,0.64,0.15,0.63,0.24,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.66
2018-10-08,41,2,10,1,1.5,0.49,0.64,0.68,0.72,0.33,0.62,0.12,0.61,0.21,0.09,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.63
2018-10-09,41,3,10,0,1.5,0.47,0.63,0.69,0.74,0.33,0.62,0.12,0.61,0.21,0.09,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.63
2018-10-10,41,4,10,1,1.5,0.45,0.43,0.55,0.64,0.24,0.53,0.2,0.57,0.25,0.23,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.58
2018-10-11,41,5,10,1,1.5,0.38,0.3,0.37,0.43,0.22,0.37,0.22,0.46,0.29,0.29,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.36
2018-10-12,41,6,10,1,1.5,0.41,0.37,0.45,0.5,0.26,0.47,0.14,0.52,0.23,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.43
2018-10-13,41,7,10,0,1.5,0.41,0.37,0.45,0.5,0.26,0.47,0.14,0.52,0.23,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.43
2018-10-14,42,1,10,0,1.5,0.43,0.37,0.45,0.5,0.26,0.47,0.14,0.52,0.23,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.43
2018-10-15,42,2,10,1,1.5,0.39,0.35,0.42,0.48,0.24,0.41,0.11,0.45,0.23,0.13,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.4
2018-10-16,42,3,10,1,1.5,0.39,0.48,0.57,0.59,0.3,0.47,0.1,0.49,0.2,0.1,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.4
2018-10-17,42,4,10,1,1.5,0.46,0.45,0.62,0.68,0.3,0.5,0.13,0.49,0.3,0.14,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.44
2018-10-18,42,5,10,1,1.5,0.51,0.38,0.55,0.63,0.26,0.47,0.1,0.45,0.21,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.4
2018-10-19,42,6,10,1,1.5,0.48,0.39,0.51,0.62,0.25,0.51,0.09,0.49,0.35,0.22,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.42
2018-10-20,42,7,10,0,1.5,0.48,0.39,0.51,0.62,0.25,0.51,0.09,0.49,0.35,0.22,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.42
2018-10-21,43,1,10,0,1.5,0.48,0.39,0.51,0.62,0.25,0.51,0.09,0.49,0.35,0.22,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.42
2018-10-22,43,2,10,1,1.5,0.52,0.36,0.45,0.59,0.25,0.52,0.08,0.51,0.24,0.17,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.43
2018-10-23,43,3,10,1,1.5,0.52,0.33,0.41,0.56,0.24,0.41,0.11,0.43,0.22,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.32
2018-10-24,43,4,10,1,1.5,0.58,0.21,0.22,0.41,0.17,0.34,0.12,0.38,0.24,0.27,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-10-25,43,5,10,1,1.5,0.62,0.29,0.27,0.46,0.22,0.29,0.14,0.36,0.25,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.24
2018-10-26,43,6,10,1,1.5,0.57,0.23,0.24,0.41,0.18,0.21,0.15,0.28,0.38,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.18
2018-10-27,43,7,10,0,1.5,0.57,0.23,0.24,0.41,0.18,0.21,0.15,0.28,0.38,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.18
2018-10-28,44,1,10,0,1.5,0.58,0.23,0.24,0.41,0.18,0.21,0.15,0.28,0.38,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.18
2018-10-29,44,2,10,1,1.5,0.6,0.19,0.25,0.45,0.16,0.12,0.2,0.23,0.45,0.31,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.14
2018-10-30,44,3,10,1,1.5,0.66,0.27,0.29,0.49,0.18,0.16,0.3,0.26,0.35,0.33,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.16
2018-10-31,44,4,10,1,1.5,0.68,0.32,0.28,0.5,0.21,0.17,0.17,0.26,0.23,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.19
2018-11-01,44,5,11,1,1.5,0.56,0.38,0.38,0.56,0.24,0.19,0.15,0.28,0.32,0.21,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.18
2018-11-02,44,6,11,1,1.5,0.6,0.35,0.34,0.5,0.22,0.3,0.14,0.36,0.28,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-11-03,44,7,11,0,1.5,0.6,0.35,0.34,0.5,0.22,0.3,0.14,0.36,0.28,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-11-04,45,1,11,0,1.5,0.58,0.35,0.34,0.5,0.22,0.3,0.14,0.36,0.28,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-11-05,45,2,11,1,1.5,0.56,0.4,0.4,0.58,0.22,0.31,0.09,0.39,0.31,0.23,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.26
2018-11-06,45,3,11,1,1.5,0.57,0.44,0.4,0.56,0.23,0.31,0.12,0.38,0.27,0.18,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2018-11-07,45,4,11,1,1.5,0.52,0.57,0.55,0.69,0.28,0.27,0.16,0.37,0.3,0.39,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2018-11-08,45,5,11,1,1.5,0.62,0.57,0.52,0.68,0.27,0.31,0.26,0.39,0.21,0.19,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2018-11-09,45,6,11,1,1.5,0.65,0.52,0.5,0.69,0.24,0.29,0.29,0.36,0.21,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2018-11-10,45,7,11,0,1.5,0.65,0.52,0.5,0.69,0.24,0.29,0.29,0.36,0.21,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2018-11-11,46,1,11,0,1.5,0.66,0.52,0.5,0.69,0.24,0.29,0.29,0.36,0.21,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2018-11-12,46,2,11,1,1.5,0.73,0.38,0.44,0.68,0.19,0.23,0.15,0.29,0.2,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2018-11-13,46,3,11,1,1.5,0.7,0.36,0.41,0.64,0.19,0.23,0.13,0.32,0.21,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2018-11-14,46,4,11,1,1.5,0.63,0.31,0.34,0.58,0.18,0.24,0.09,0.32,0.21,0.2,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2018-11-15,46,5,11,1,1.5,0.65,0.36,0.41,0.62,0.2,0.27,0.2,0.33,0.19,0.21,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.28
2018-11-16,46,6,11,1,1.5,0.59,0.38,0.45,0.68,0.2,0.3,0.2,0.39,0.22,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2018-11-17,46,7,11,0,1.5,0.59,0.38,0.45,0.68,0.2,0.3,0.2,0.39,0.22,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2018-11-18,47,1,11,0,1.5,0.58,0.38,0.45,0.68,0.2,0.3,0.2,0.39,0.22,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.29
2018-11-19,47,2,11,1,1.5,0.55,0.3,0.43,0.71,0.15,0.35,0.11,0.44,0.23,0.14,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.31
2018-11-20,47,3,11,1,1.5,0.64,0.19,0.38,0.65,0.13,0.3,0.11,0.42,0.25,0.15,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2018-11-21,47,4,11,1,1.5,0.62,0.19,0.33,0.57,0.14,0.32,0.15,0.45,0.32,0.13,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.26
2018-11-22,47,5,11,1,1.5,0.62,0.19,0.33,0.57,0.14,0.31,0.12,0.44,0.24,0.11,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2018-11-23,47,6,11,1,1.5,0.65,0.16,0.34,0.57,0.14,0.27,0.15,0.4,0.24,0.1,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.23
2018-11-24,47,7,11,0,1.5,0.65,0.16,0.34,0.57,0.14,0.27,0.15,0.4,0.24,0.1,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.23
2018-11-25,48,1,11,0,1.5,0.65,0.16,0.34,0.57,0.14,0.27,0.15,0.4,0.24,0.1,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.23
2018-11-26,48,2,11,1,1.5,0.67,0.22,0.37,0.57,0.16,0.32,0.1,0.44,0.2,0.11,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2018-11-27,48,3,11,1,1.5,0.71,0.24,0.42,0.62,0.16,0.34,0.12,0.45,0.27,0.11,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-11-28,48,4,11,1,1.5,0.63,0.37,0.54,0.72,0.21,0.34,0.2,0.44,0.23,0.16,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.32
2018-11-29,48,5,11,1,1.5,0.63,0.37,0.55,0.74,0.21,0.32,0.2,0.42,0.21,0.17,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.33
2018-11-30,48,6,11,1,1.75,0.7,0.41,0.65,0.8,0.22,0.32,0.13,0.42,0.2,0.31,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-12-01,48,7,12,0,1.75,0.7,0.41,0.65,0.8,0.22,0.32,0.13,0.42,0.2,0.31,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-12-02,49,1,12,0,1.75,0.67,0.41,0.65,0.8,0.22,0.32,0.13,0.42,0.2,0.31,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-12-03,49,2,12,1,1.75,0.67,0.48,0.65,0.79,0.25,0.38,0.13,0.47,0.21,0.32,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.37
2018-12-04,49,3,12,1,1.75,0.66,0.3,0.53,0.73,0.18,0.37,0.2,0.47,0.18,0.42,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.33
2018-12-05,49,4,12,1,1.75,0.67,0.3,0.53,0.73,0.18,0.34,0.19,0.44,0.21,0.4,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.31
2018-12-06,49,5,12,1,1.75,0.64,0.28,0.54,0.73,0.19,0.26,0.18,0.37,0.21,0.47,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2018-12-07,49,6,12,1,1.75,0.59,0.18,0.4,0.65,0.14,0.28,0.16,0.38,0.18,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.26
2018-12-08,49,7,12,0,1.75,0.59,0.18,0.4,0.65,0.14,0.28,0.16,0.38,0.18,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.26
2018-12-09,50,1,12,0,1.75,0.62,0.18,0.4,0.65,0.14,0.28,0.16,0.38,0.18,0.24,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.26
2018-12-10,50,2,12,1,1.75,0.69,0.19,0.42,0.66,0.15,0.23,0.11,0.34,0.21,0.21,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.22
2018-12-11,50,3,12,1,1.75,0.71,0.18,0.44,0.66,0.15,0.2,0.14,0.31,0.2,0.14,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.22
2018-12-12,50,4,12,1,1.75,0.67,0.2,0.48,0.7,0.17,0.25,0.12,0.36,0.17,0.35,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.27
2018-12-13,50,5,12,1,1.75,0.67,0.22,0.48,0.73,0.16,0.27,0.14,0.37,0.18,0.25,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.3
2018-12-14,50,6,12,1,1.75,0.72,0.14,0.27,0.45,0.13,0.22,0.12,0.32,0.18,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
2018-12-15,50,7,12,0,1.75,0.72,0.14,0.27,0.45,0.13,0.22,0.12,0.32,0.18,0.34,0.37,0.3,0.36,0.3,0.37,0.3,0.36,0.3,0.37,0.31,0.36,0.3,0.33,0.41,0.46,0.33,0.41,0.46,0.33,0.41,0.46,0.25
